epoch,loss,recall,ndcg
55,21.765701293945312,0.1145841855097245,0.1153592509744196
60,16.15506362915039,0.1133530965873544,0.1142741354000158
65,16.993457794189453,0.1147742292007501,0.1152430060771144
70,16.71294593811035,0.1608152991332757,0.1693418633634827
75,16.051376342773438,0.208814014253222,0.2078887996735223
80,17.14098358154297,0.2308399451913452,0.2268886091532964
85,17.576309204101562,0.2426848739996516,0.235990178838733
90,17.33629608154297,0.2534131549757402,0.2452798443831375
95,17.424253463745117,0.2622669717403099,0.2512400293136565
100,16.32708168029785,0.2672324399179435,0.2560823513783846
105,17.12848663330078,0.2711056478984473,0.2581552927586985
110,16.24722671508789,0.2700688289240415,0.2574377596564549
115,16.89902114868164,0.2703886431722802,0.257745005460364
120,17.213424682617188,0.2724353247891995,0.2588791738519679
125,15.629838943481444,0.2717519745301793,0.2589116875884831
130,16.20556640625,0.2723161625996336,0.2594609553372893
135,16.858152389526367,0.2720274087182777,0.260252046860468
140,17.009326934814453,0.2715668947574951,0.2600547217035848
145,16.616622924804688,0.2737900580830794,0.2596507775973324
150,16.74784278869629,0.2755036439303914,0.2614167396985092
155,16.725168228149414,0.2730224986893467,0.2613861533765229
160,16.690631866455078,0.2747263860601371,0.2610195546893322
165,17.058238983154297,0.2735279546521794,0.2612282733287768
170,16.77298355102539,0.2747661999142186,0.2614518676303815
175,16.436901092529297,0.2749904840127711,0.2615124730306765
180,17.753236770629883,0.2748358165493061,0.2622355822228371
185,17.18768882751465,0.2748483103901689,0.2622528337339888
190,16.0700626373291,0.2764830078984978,0.2631618288771285
195,17.274375915527344,0.2768485696435653,0.2634293837410627
200,16.543264389038086,0.2762374382184178,0.2621162974321854
205,16.958417892456055,0.2766024723594848,0.2621923004237329
210,16.910682678222656,0.2760448563541378,0.2632723709726046
215,16.80985450744629,0.2767237116262108,0.2625644141136715
220,16.981239318847656,0.277247504627831,0.2626227030529294
225,17.310136795043945,0.2766081187547876,0.2627596983769275
230,16.412065505981445,0.2766594595030022,0.2626498297487696
235,16.9748477935791,0.2784565389513165,0.2641345511310866
240,16.5468692779541,0.2778207987570884,0.2635572915985708
245,16.64473533630371,0.2775251867354547,0.2629276971583008
250,16.874927520751953,0.276541660707478,0.2623782165725463
255,16.92125701904297,0.275614994718028,0.2620061657586983
260,17.059667587280273,0.2772344735725164,0.2626808726627455
265,17.105329513549805,0.2782109091946834,0.2636880341325005
270,17.616411209106445,0.2772872309434309,0.2626698201387333
275,17.342914581298828,0.276529283488532,0.2630823833204033
280,15.982959747314451,0.2782969536640215,0.2637727436622505
285,17.114341735839844,0.2761974877537911,0.2626964571025509
290,17.459592819213867,0.2756585527739608,0.2618251219069723
295,17.111024856567383,0.2763650566720369,0.2610590507818842
300,16.916353225708008,0.276360193890225,0.2619835927906531
305,17.21335220336914,0.2765836004060664,0.2626898747402993
310,17.08272361755371,0.2760040758015795,0.2623465577870649
315,17.05625343322754,0.2749886815528975,0.2608494756614617
320,16.868972778320312,0.2777570757756541,0.2627810470443212
325,17.342491149902344,0.2773872341690566,0.2632593005362004
330,16.43319320678711,0.2774147682441762,0.2621344335412595
335,17.066020965576172,0.2759635810054104,0.2623339915609335
340,17.81053924560547,0.2771564329450711,0.2619748118171309
345,17.0809326171875,0.2775729758059147,0.2619775269600646
350,17.087535858154297,0.2765000295664148,0.2629469104600206
355,17.330564498901367,0.2757898391562755,0.261997167365695
360,17.02299690246582,0.2749859050818253,0.2606241282245622
365,17.981048583984375,0.2751900498375332,0.2615443925172958
370,17.37042808532715,0.2766171613039688,0.2622810408305772
375,16.51373291015625,0.2751586854425011,0.2616068358322184
380,16.887845993041992,0.2753610680638957,0.2614794335853427
385,16.65593147277832,0.2759294810358994,0.2617779747904625
390,16.76002311706543,0.2771099990245915,0.2614410480622945
395,16.935483932495117,0.2755365578271588,0.2617851824169857
400,17.49229621887207,0.2765167340642619,0.2631113122381625
405,16.804569244384766,0.2740393650808117,0.261125084696409
410,16.695632934570312,0.2764250607194439,0.2618642906306654
415,16.96366310119629,0.27503504868917,0.2612797394212635
420,16.89022445678711,0.2754547065240579,0.2609866326381263
425,17.383317947387695,0.2748295834601836,0.2609935255142206
430,17.2061824798584,0.2752820477293493,0.2611763635533102
435,16.967571258544922,0.2747668827205578,0.2608153127557009
440,16.63582420349121,0.2752389110855042,0.2611258483703259
445,16.64093017578125,0.2748698101619262,0.2613721083741172
450,17.45660972595215,0.2744069461902338,0.2612010824208209
455,16.5498046875,0.2747189842094337,0.2606264346120591
460,17.094528198242188,0.274169909607869,0.2598844560487458
465,17.675086975097656,0.2745212192238726,0.26048625271781
470,17.176054000854492,0.2739250354783726,0.2600305948291433
475,17.156841278076172,0.2753438022104174,0.2607402823235488
480,17.556413650512695,0.2730371361137803,0.2596575366911347
485,17.174732208251953,0.2746230018762464,0.2607114686231702
