epoch,loss,recall,ndcg
0,21.765701293945312,0.11458418550972455,0.11535925097441964
1,16.15506362915039,0.11335309658735448,0.11427413540001581
2,16.993457794189453,0.11477422920075013,0.11524300607711442
3,16.71294593811035,0.16081529913327577,0.1693418633634827
4,16.051376342773438,0.20881401425322202,0.20788879967352233
5,17.14098358154297,0.23083994519134526,0.22688860915329642
6,17.576309204101562,0.24268487399965163,0.23599017883873308
7,17.33629608154297,0.25341315497574024,0.24527984438313757
8,17.424253463745117,0.2622669717403099,0.2512400293136565
9,16.32708168029785,0.26723243991794354,0.25608235137838464
10,17.12848663330078,0.2711056478984473,0.2581552927586985
11,16.24722671508789,0.2700688289240415,0.2574377596564549
12,16.89902114868164,0.27038864317228023,0.257745005460364
13,17.213424682617188,0.2724353247891995,0.25887917385196796
14,15.629838943481445,0.27175197453017935,0.2589116875884831
15,16.20556640625,0.2723161625996336,0.25946095533728936
16,16.858152389526367,0.2720274087182777,0.260252046860468
17,17.009326934814453,0.2715668947574951,0.26005472170358485
18,16.616622924804688,0.2737900580830794,0.25965077759733246
19,16.74784278869629,0.27550364393039145,0.2614167396985092
20,16.725168228149414,0.2730224986893467,0.2613861533765229
21,16.690631866455078,0.2747263860601371,0.2610195546893322
22,17.058238983154297,0.2735279546521794,0.26122827332877685
23,16.77298355102539,0.27476619991421863,0.2614518676303815
24,16.436901092529297,0.2749904840127711,0.2615124730306765
25,17.753236770629883,0.2748358165493061,0.26223558222283716
26,17.18768882751465,0.27484831039016894,0.26225283373398883
27,16.0700626373291,0.2764830078984978,0.2631618288771285
28,17.274375915527344,0.2768485696435653,0.2634293837410627
29,16.543264389038086,0.27623743821841784,0.2621162974321854
30,16.958417892456055,0.2766024723594848,0.2621923004237329
31,16.910682678222656,0.27604485635413784,0.26327237097260464
32,16.80985450744629,0.27672371162621084,0.26256441411367154
33,16.981239318847656,0.277247504627831,0.26262270305292945
34,17.310136795043945,0.27660811875478764,0.2627596983769275
35,16.412065505981445,0.27665945950300225,0.26264982974876966
36,16.9748477935791,0.27845653895131656,0.2641345511310866
37,16.5468692779541,0.2778207987570884,0.26355729159857083
38,16.64473533630371,0.27752518673545473,0.26292769715830083
39,16.874927520751953,0.276541660707478,0.2623782165725463
40,16.92125701904297,0.275614994718028,0.26200616575869834
41,17.059667587280273,0.2772344735725164,0.2626808726627455
42,17.105329513549805,0.27821090919468344,0.2636880341325005
43,17.616411209106445,0.2772872309434309,0.2626698201387333
44,17.342914581298828,0.276529283488532,0.26308238332040335
45,15.982959747314453,0.2782969536640215,0.2637727436622505
46,17.114341735839844,0.27619748775379116,0.2626964571025509
47,17.459592819213867,0.2756585527739608,0.2618251219069723
48,17.111024856567383,0.2763650566720369,0.26105905078188424
49,16.916353225708008,0.276360193890225,0.26198359279065314
50,17.21335220336914,0.27658360040606644,0.26268987474029937
51,17.08272361755371,0.2760040758015795,0.2623465577870649
52,17.05625343322754,0.2749886815528975,0.26084947566146177
53,16.868972778320312,0.27775707577565417,0.2627810470443212
54,17.342491149902344,0.2773872341690566,0.2632593005362004
55,16.43319320678711,0.2774147682441762,0.2621344335412595
56,17.066020965576172,0.2759635810054104,0.26233399156093357
57,17.81053924560547,0.2771564329450711,0.26197481181713095
58,17.0809326171875,0.2775729758059147,0.2619775269600646
59,17.087535858154297,0.27650002956641484,0.26294691046002067
60,17.330564498901367,0.2757898391562755,0.261997167365695
61,17.02299690246582,0.2749859050818253,0.26062412822456227
62,17.981048583984375,0.2751900498375332,0.26154439251729583
63,17.37042808532715,0.27661716130396885,0.2622810408305772
64,16.51373291015625,0.27515868544250116,0.2616068358322184
65,16.887845993041992,0.2753610680638957,0.2614794335853427
66,16.65593147277832,0.2759294810358994,0.26177797479046255
67,16.76002311706543,0.2771099990245915,0.2614410480622945
68,16.935483932495117,0.2755365578271588,0.26178518241698573
69,17.49229621887207,0.27651673406426197,0.26311131223816253
70,16.804569244384766,0.2740393650808117,0.26112508469640905
71,16.695632934570312,0.27642506071944395,0.2618642906306654
72,16.96366310119629,0.27503504868917,0.2612797394212635
73,16.89022445678711,0.2754547065240579,0.2609866326381263
74,17.383317947387695,0.27482958346018366,0.26099352551422067
75,17.2061824798584,0.2752820477293493,0.26117636355331025
76,16.967571258544922,0.2747668827205578,0.2608153127557009
77,16.63582420349121,0.2752389110855042,0.2611258483703259
78,16.64093017578125,0.2748698101619262,0.2613721083741172
79,17.45660972595215,0.27440694619023387,0.26120108242082096
80,16.5498046875,0.2747189842094337,0.26062643461205914
81,17.094528198242188,0.274169909607869,0.2598844560487458
82,17.675086975097656,0.2745212192238726,0.26048625271781
83,17.176054000854492,0.2739250354783726,0.26003059482914337
84,17.156841278076172,0.27534380221041743,0.26074028232354884
85,17.556413650512695,0.27303713611378033,0.2596575366911347
86,17.174732208251953,0.27462300187624644,0.26071146862317024
